id,origin_id,filename,context1,context2,label
150,966,170_Screen Mirroring - Cast to TV,"We use appropriate technical and organizational tools based on industry standards to protect your personal information and help prevent information about you from loss, theft, misuse and unauthorized access, disclosure, alteration and destruction.
Furthermore we limit access to personal information to authorized employees and contractors who need to know that information in order to operate, develop or improve our App and related products or services. Usernames, logins and passwords you use to access websites, accounts and services inside of the App are never accessed by Us or any other third party related with us.
The operating system providers of iOS and Android as well as the provider of the websites and services must are encouraged to use industry standard security mechanisms to safeguard your personal information while signing in to your account of their service.
Storage: Personal information collected by Us may be stored, processed and transferred in or between your region, in the United States, or in any other country where our partners and service providers are located or maintain facilities.","We use appropriate technical and organizational tools based on industry standards to protect your personal information and help prevent information about you from loss, theft, misuse and unauthorized access, disclosure, alteration and destruction.
Furthermore we limit access to personal information to authorized employees and contractors who need to know that information in order to operate, develop or improve our App and related products or services. Usernames, logins and passwords you use to access websites, accounts and services inside of the App are never accessed by Us or any other third party related with us.
The operating system providers of iOS and Android as well as the provider of the websites and services must are encouraged to use industry standard security mechanisms to safeguard your personal information while signing in to your account of their service.
Storage: Personal information collected by Us may be stored, processed and transferred in or between your region, in the United States, or in any other country where our partners and service providers are located or maintain facilities.",0
151,967,170_Screen Mirroring - Cast to TV,"We also share anonymized information about your use of our websites with our social media and analytics partners.
Our partners may combine this information with other data that you have provided to them or that they have collected as part of your use of the services.
You give your consent to our cookies if you continue to use our website.
According to the law, we can save cookies on your device if they are absolutely necessary for the operation of this page.","You can also ask us for a copy of the personal information we hold about you.
Revoke Consent / Opting-out of services / Data deletion You can revoke consent and stop all automatic collecting of data by the App by uninstalling the App from your device.
If you use a companion app on your TV or streaming device, you can also delete the companion app by using the guidelines to delete an app provided by the vendor of the TV or streaming device.
A request for deletion of personal information collected by the App is not necessary in the EEA territory, as the App does not collect any personal information at all in the EEA territory, only non-personalized data.",2
152,975,171_The Weather Channel - Radar,"Our Data Vendors page provides more details.
Data RightsUnder the CCPA, you have the right to:Know your personal informationYou can request information about the personal information collected from your use of the Services.
You will need to provide your email address so we can return the requested data to you.
Please note that you must make the request from each browser or device where you access the Services, unless you are logged in to your registered account at the time of the request.","If you do not consent to the collection of specific location, or if your browser blocks the collection by default, then only your general location information is collected and may be stored locally on your device.
You can always manually enter a location (such as city, postal code, and country).
If you opt out of sharing your current location, you may continue to receive content, including advertisements, that is contextual to the latest location you searched (i.e., ??contextual location???.Apps Use of Location Information - If you access the Services on your mobile device or automotive infotainment system and consent to sharing location information with our App, we may collect precise geographic location information and sensor data via GPS, cellular network information, and other location-based features.
We typically receive the latitude and longitude of your device, as well as date and time and sensor data such as altimeter or information about the vehicle.",0
153,980,171_The Weather Channel - Radar,"Use of Cookies, Web Beacons, and Information Saved by Other TechnologiesThird parties may use cookies and other technologies through use of our Services to support or deliver personalized advertising on third-party websites and online services.
The data collection technologies we and third parties use on web include but are not limited to:Cookies: Cookies are text files containing small amounts of information that are downloaded to your computer or mobile device when you visit a website and stored within your browser.
Cookies are then sent back to the originating website on each subsequent visit to that website or to another website that recognizes those cookies.
Some cookies on our Services collect IP and MAC addresses, which may be considered personal data in some jurisdictions.","If you do not consent to the collection of specific location, or if your browser blocks the collection by default, then only your general location information is collected and may be stored locally on your device.
You can always manually enter a location (such as city, postal code, and country).
If you opt out of sharing your current location, you may continue to receive content, including advertisements, that is contextual to the latest location you searched (i.e., ??contextual location???.Apps Use of Location Information - If you access the Services on your mobile device or automotive infotainment system and consent to sharing location information with our App, we may collect precise geographic location information and sensor data via GPS, cellular network information, and other location-based features.
We typically receive the latitude and longitude of your device, as well as date and time and sensor data such as altimeter or information about the vehicle.",1
154,990,171_The Weather Channel - Radar,"Personal information recorded or stored on paper will be destroyed through shredding or incineration.
Overseas TransferWe may share data with the following third-party service providers outside of Korea as described below.
Data Rights Request Completion Timing: Due to verification methods and technical complexity, please allow an extension of the completion of your data rights request, which will be completed as soon as possible.
Company Name (Contact)CountryPurpose of UseItems of personal information to be TransferredTransfer Date and MethodPeriod of Retention and UseSalesforce, Inc. privacy@salesforce.comUnited StatesTo handle customer inquiries and feedbackName, Email address, CountryTransmission through the network at the time of collection3 years after resolution of your inquiryAWS aws-korea-privacy@amazon.comUnited StatesTo host dataEmail addressTransmission through the network at the time of collection3 years after resolution of your inquiryThe Weather Channel In-Vehicle ApplicationAs described in the relevant sections throughout this Policy, certain data collection practices and uses, and features of the Services, do not apply to The Weather Channel in-vehicle app.","The cookies used on this website can be categorized in the following ways:Category 1: Strictly Necessary CookiesThese cookies are essential in order to enable you to use the Services and its features.
Category 2: Performance CookiesThese cookies collect information about how you use the Services (such as which pages you go to most often and if you receive error messages).
In general, these cookies do not collect information that directly identifies you.
However, some such cookies may collect GeoIP or other identifiers that may be considered personal data in some jurisdictions.",0
155,1010,171_The Weather Channel - Radar,"Disclosures about the use of your personal informationAs described in Section 1 of this Policy, we collect and use certain information, some of which may be considered personal information, in order to operate the Services and to maximize your experience.
The list below includes the categories of personal information that we have collected in the past twelve months from you, collected or derived from your use of the Services, or information we received from our Analytics Vendors and Advertising Vendors:Identifiers such as a name or email address;Personal information described in Cal.
Civ. Code Section 1798.80(e), such as credit card information (only if you have registered an account with us and/or purchased a subscription offering);Credit card number in combination with any required credentials (only if you purchased a subscription offering);Commercial information relating to your use of the Services;Internet or other electronic network activity information relating to your use of the Services;Geolocation data;Precise geolocation data; andInferences drawn from the use of the Services.
We collect personal information in order to:Facilitate your access to and use of the Services, including personalizing the Services, features and content;Analyze and measure how you use the Services;Deliver personalized advertising and measure the effectiveness of advertisements;Manage Services???,If you do not consent to the collection of specific location", or if your browser blocks the collection by default,0
156,1051,"17_iHeart_ Music, Radio, Podcasts","We use session recording and replay technology to observe your mouse movements, scrolling, and clicks on our websites and Apps.
We use these tracking tools for support and analytics purposes, and to better understand how people engage with our sites and Apps.
This information is often collected and processed by our service providers who we have engaged to analyze this information on our behalf.
By using our websites and Apps, you consent to our (or our service provider???s) collection, use, and retention of this information using session replay technology. 6. YOUR CHOICES Cookies: To learn how you can reject or delete cookies from us or other companies, please refer to your browser's help menu.","The Platforms may contain links to other sites that we do not own or operate.
This includes links from service providers, advertisers, sponsors and/or partners that may use our logo(s) as part of a co-branding or co-marketing agreement.
We do not control, recommend or endorse, and are not responsible for, these sites or their content, products, services or privacy policies or practices.
These other websites may send their own cookies to your Device, they may independently collect data or solicit personal Information, and may or may not have their own published privacy policies.",1
157,1055,19_LiveOne_ Stream Music & More,"We share your information with third parties, including Facebook, for analytics and to target ads.
Other Tracking Technologies We may also use Tracking Technologies to collect ""clickstream"" data, such as the domain name of the service providing you with Internet access, your Device type, IP address used to connect your computer to the Internet, your browser type and version, operating system and platform, the average time spent on our Services, webpages viewed, content searched for, access times and other relevant statistics, and assign unique identifiers to the Device or other credentials you use to access the Services for the same purposes.
We may associate the information obtained through these Tracking Technologies, and your UDID, Third-Party Platform anonymous identifiers and other identifiers and data, with your Personal Information so we can better customize your experience using the Services and provide tailored advertisements, Promotions, recommendations and other content related to your specific interests, activities or profile (e.g., playlist recommendations, etc.).
Your Choices Your browser may provide you with the option to refuse some or all browser cookies.","These cookies are essential because they enable you to use our Services.
For example, strictly necessary cookies allow you to access secure areas on our Services.
Without these cookies, some Services cannot be provided.
These cookies do not gather information about you for marketing purposes.",2
158,1056,19_LiveOne_ Stream Music & More,"Usage data is generally retained for a shorter period of time, except when this data is used to strengthen the security or to improve the functionality of our Services, or we are legally obligated to retain this data for longer periods.
COOKIES AND OTHER TRACKING TECHNOLOGIES We may use cookies, embedded scripts, and other similar tracking technologies (""Tracking Technologies"") to collect additional Personal Information automatically as you interact with the Services and to personalize your experience with our Services.
Cookies Cookies are small web files that a site or its provider transfers to your device's hard drive through your web browser that enables the site's or provider's system to recognize your browser and remember certain information.
We use first-party and third-party cookies for the following purposes: to make our Services function properly, to improve our Services, to make login to our Services easier (such as by remembering your User ID), to recognize you when you return to our Site, to track your interaction with the Services, to enhance your experience with the Services (e.g., for tracking your sessions and use of the playbar, what videos you have in your playbar, etc.), to remember information you have already provided, to collect information about your activities over time and across third party websites or other online services in order to deliver content and advertising tailored to your interests ; and to provide a secure browsing experience during your use of our Services.","These cookies are essential because they enable you to use our Services.
For example, strictly necessary cookies allow you to access secure areas on our Services.
Without these cookies, some Services cannot be provided.
These cookies do not gather information about you for marketing purposes.",2
159,1059,19_LiveOne_ Stream Music & More,"We may also ask for your physical address, and applicable payment data (e.g., payment card number and expiration date) to process payments in relation to our Services.
When you sign up for communications from us.
At times, you may be presented with the opportunity to sign up to receive newsletters, email communications, or other communications from us in order for us to provide up-to-date information about the Services, and to publicize and promote certain content, products and services offered by us, our partners and/or other third parties.
When there is a separate sign-up for newsletters, we may ask for your contact information such as your name and email, and in certain circumstances your demographic and profile information.","This right is not absolute, and we may refuse such a request if there are compelling legitimate grounds for keeping your Personal Information, for legitimate purposes, or as required by law.
In addition, in the event your deletion request is honored, we may retain a record of your deletion request as required under applicable law.
Right to Portability.
You have the right to receive a copy of the Personal Information we have collected about you in a structured, commonly used and machine-readable format.",0
160,1064,19_LiveOne_ Stream Music & More,"Please note, if you set your browser to disable cookies, you may not be able to access secure areas of the Site.
Also, if you disable cookies other parts of the Services may not work properly.
You can find more information about how to change your browser cookie settings at https://allaboutcookies.org/. Analytics.
We use Google Analytics, which uses cookies and other similar tracking technologies to collect and analyze information about your use of our Sites and report on activities and trends.","Please note, if you set your browser to disable cookies, you may not be able to access secure areas of the Site.
Also, if you disable cookies other parts of the Services may not work properly.
You can find more information about how to change your browser cookie settings at https://allaboutcookies.org/. Analytics.
We use Google Analytics, which uses cookies and other similar tracking technologies to collect and analyze information about your use of our Sites and report on activities and trends.",0
161,1069,1_Threads,"Your activity and information you provide: Information and content you provide, including your contact information like email addressApp, browser and device information:Device identifiersResearch and innovate for social good:We carry out surveys and use information (including from researchers we collaborate with) to conduct and support research and innovation on topics of general social welfare, technological advancement, public interest, health and well-being.
For example, we analyze information that we have about migration patterns during crises.
This helps relief organizations get aid to the right places.
We collect, store, combine, analyze and apply automatic processing techniques like aggregation of information as well as manual (human) review, and share information, as necessary to research and innovate for social good in this way.","This includes personalizing features, content and recommendations, such as your Facebook Feed, Instagram Feed, Stories and ads.
We use information with special protections you choose to provide for these purposes, but not to show you ads.
Read more about how we use information to provide, personalize and improve our Products:How we show ads and other sponsored or commercial contentHow we use information to improve our ProductsHow we use location-related informationTo promote safety, security and integrityWe use information we collect to help protect people from harm and provide safe, secure Products.
Learn moreTo provide measurement, analytics and business",1
162,1076,20_Ride with GPS_ Bike Navigation,"We also periodically send communications to our users via email and/or push notifications.
These communications will include any information that we feel may be pertinent to the visitor.
You may opt out of receiving any, or all, of these communications by logging in to your account and navigating to the ""Edit my profile"" page.
Again, if you provide us with your email address and/or name for the purposes of receiving communications from us, this information will not be shared with any third-party organization except with your express consent.","Session cookies make it easier for you to navigate our site; persistent cookies can perform such activities as maintaining your authenticated status so you do not have to sign in every time you visit.
Registration and Use of Personal Information Registration is not required in order to use or access this website.
However, there are many features that do require you to register, such as publishing your own data and comments.
If you do register, and in the process provide us with personally identifiable information, rest assured that any such information you provide will not be shared with any third-party organization except with your express consent.",0
163,1081,"21_Canva_ Design, Art & AI Editor","We also share certain information with social media platforms, such as Facebook and Tiktok, to display advertising to potential new users whose demographics and behaviour look like those of our existing users.
You can opt out of having your email matched by Liveramp here̡ (opens in a new tab or window) or by emailing privacy@canva.com̡ (opens in a new tab or window).
In addition, these third-party ad servers or ad networks may use technology to send, directly to your browser or mobile device, these personalized ads and ad links directly to your browser or mobile device, and will automatically receive your IP address when they do so.
They may also use other technologies (such as cookies, JavaScript, device identifiers, location data, and clear gifs) to compile information about your browser̡????s or device̡????s visits and usage patterns on the Service, and to measure the effectiveness of their ads and to personalize the advertising content.","8. How long we keep your informationFollowing termination or deactivation of your user account, Canva will retain your profile information and User Content for a commercially reasonable time, and for as long as we have a valid purpose to do so.
In particular, Canva will retain your information for the purpose of complying with its legal and audit obligations, and for backup and archival purposes.
Summary: We retain your profile information and user content for the purpose of providing our Service to you and to comply with our legal and regulatory obligations.9.
Canva for EducationIn this policy, a child is considered a person under the age of 13 years old (or the minimum legal age in the child̡????s country to be able to provide lawful consent to the processing of their personal data where the age is higher than 13 years old).The Service and our content are not directed at children.",0
164,1084,"21_Canva_ Design, Art & AI Editor","Information we collectWe collect the following types of information about you:(a) Information you provide us directlyWe may ask for certain information when you register for a Canva account or correspond with us (such as a username, your first and last names, birthdate, phone number, profession, physical and e-mail address).We also collect any messages you send us through the Service (such as user feedback, search queries and prompts), and may collect information you provide in User Content you post to the Service (such as text and photos you upload to use in your designs).
We use this information to operate, maintain, improve and provide the features and functionality of the Service to you, to correspond with you, and to address any issues you raise about the Service.
If you don̡????t provide your personal information to us, you may not be able to access or use our Service or your experience of using our Service may not be as enjoyable.
Summary: We collect info about you that you choose to give us, for example when you register an account, use the Service or otherwise interact with us.(b) Information we receive from third-party applicationsWe may receive information about you from third parties.","You control your account information and settingsWe provide choices about how we process your account information:You can manage the privacy preferences available to you by visiting the privacy settings̡ (opens in a new tab or window) page and updating your preferences at any time;You can request access, correction or deletion of the data Canva holds on you by contacting privacy@canva.com; andYou can opt out of receiving marketing messages in the ̡??֨Message Preferences̡???section of Your Account settings here̡ (opens in a new tab or window) or by clicking on the ̡??֨unsubscribe link̡???provided in such communications.
However, you may not opt out of Service-related communications (e.g., account verification, purchase and billing confirmations and reminders, changes/updates to features of the Service, technical and security notices).Summary:
You have control over your account settings, such as your account information and marketing email notifications, but there̡????s some important stuff we̡????ll always send you.
If you have any questions about reviewing or modifying your account information, you can contact us directly at privacy@canva.com.(b) Opting out of collection of your information through tracking technologies Please refer to your mobile device or browser̡????s technical information for instructions on how to delete and disable cookies, and other tracking/recording tools.",1
165,1086,"21_Canva_ Design, Art & AI Editor","Summary: If we have ads on our site we might use some of your info to show you appropriate ads.
We may also use some of that info to send you relevant ads on other sites, like Facebook or Google.5.
How we transfer, store and protect your dataYour information collected through the Service will be stored and processed in the United States, Australia, Singapore, European Union, United Kingdom, Philippines and New Zealand and any other country in which Canva or its subsidiaries, affiliates or service providers maintain facilities or employ staff or contractors.
Canva transfers information that we collect about you, including personal information, to affiliated entities, and to other third parties across borders and from your country or jurisdiction to other countries or jurisdictions around the world.","You control your account information and settingsWe provide choices about how we process your account information:You can manage the privacy preferences available to you by visiting the privacy settings̡ (opens in a new tab or window) page and updating your preferences at any time;You can request access, correction or deletion of the data Canva holds on you by contacting privacy@canva.com; andYou can opt out of receiving marketing messages in the ̡??֨Message Preferences̡???section of Your Account settings here̡ (opens in a new tab or window) or by clicking on the ̡??֨unsubscribe link̡???provided in such communications.
However, you may not opt out of Service-related communications (e.g., account verification, purchase and billing confirmations and reminders, changes/updates to features of the Service, technical and security notices).Summary:
You have control over your account settings, such as your account information and marketing email notifications, but there̡????s some important stuff we̡????ll always send you.
If you have any questions about reviewing or modifying your account information, you can contact us directly at privacy@canva.com.(b) Opting out of collection of your information through tracking technologies Please refer to your mobile device or browser̡????s technical information for instructions on how to delete and disable cookies, and other tracking/recording tools.",1
166,1088,"21_Canva_ Design, Art & AI Editor","Summary: If we have ads on our site we might use some of your info to show you appropriate ads.
We may also use some of that info to send you relevant ads on other sites, like Facebook or Google.5.
How we transfer, store and protect your dataYour information collected through the Service will be stored and processed in the United States, Australia, Singapore, European Union, United Kingdom, Philippines and New Zealand and any other country in which Canva or its subsidiaries, affiliates or service providers maintain facilities or employ staff or contractors.
Canva transfers information that we collect about you, including personal information, to affiliated entities, and to other third parties across borders and from your country or jurisdiction to other countries or jurisdictions around the world.","8. How long we keep your informationFollowing termination or deactivation of your user account, Canva will retain your profile information and User Content for a commercially reasonable time, and for as long as we have a valid purpose to do so.
In particular, Canva will retain your information for the purpose of complying with its legal and audit obligations, and for backup and archival purposes.
Summary: We retain your profile information and user content for the purpose of providing our Service to you and to comply with our legal and regulatory obligations.9.
Canva for EducationIn this policy, a child is considered a person under the age of 13 years old (or the minimum legal age in the child̡????s country to be able to provide lawful consent to the processing of their personal data where the age is higher than 13 years old).The Service and our content are not directed at children.",0
167,1091,"21_Canva_ Design, Art & AI Editor","For data analytics: We use information about you to help us improve the Canva Service and our users̡???? experience, including by monitoring aggregate metrics such as total number of visitors, traffic, and demographic patterns.
For Service improvement (including analytics and machine learning): We may analyze your activity, content, media uploads and related data in your account to provide and customize the Service, and to train our algorithms, models and AI products and services using machine learning to develop, improve and provide our Service.
You can manage the use of your data for training AI to improve our Service in the privacy settings page under your privacy settings̡ (opens in a new tab or window).
These activities include, but are not limited to:labeling and detecting components in images (e.g., background, eyes) in order to provide and enhance photo editing tools such as background removal, blemish and red eye correction and erasure of components;labeling raw individual data (e.g., ̡??֨man with dog̡???;translating audio soundtracks;predicting the most relevant subscription or product offerings for a user to tailor communications and advertising; andsearch terms and corresponding search interaction data to deliver the most relevant design result.","You control your account information and settingsWe provide choices about how we process your account information:You can manage the privacy preferences available to you by visiting the privacy settings̡ (opens in a new tab or window) page and updating your preferences at any time;You can request access, correction or deletion of the data Canva holds on you by contacting privacy@canva.com; andYou can opt out of receiving marketing messages in the ̡??֨Message Preferences̡???section of Your Account settings here̡ (opens in a new tab or window) or by clicking on the ̡??֨unsubscribe link̡???provided in such communications.
However, you may not opt out of Service-related communications (e.g., account verification, purchase and billing confirmations and reminders, changes/updates to features of the Service, technical and security notices).Summary:
You have control over your account settings, such as your account information and marketing email notifications, but there̡????s some important stuff we̡????ll always send you.
If you have any questions about reviewing or modifying your account information, you can contact us directly at privacy@canva.com.(b) Opting out of collection of your information through tracking technologies Please refer to your mobile device or browser̡????s technical information for instructions on how to delete and disable cookies, and other tracking/recording tools.",0
168,1092,"21_Canva_ Design, Art & AI Editor","You control your account information and settingsWe provide choices about how we process your account information:You can manage the privacy preferences available to you by visiting the privacy settings̡ (opens in a new tab or window) page and updating your preferences at any time;You can request access, correction or deletion of the data Canva holds on you by contacting privacy@canva.com; andYou can opt out of receiving marketing messages in the ̡??֨Message Preferences̡???section of Your Account settings here̡ (opens in a new tab or window) or by clicking on the ̡??֨unsubscribe link̡???provided in such communications.
However, you may not opt out of Service-related communications (e.g., account verification, purchase and billing confirmations and reminders, changes/updates to features of the Service, technical and security notices).Summary:
You have control over your account settings, such as your account information and marketing email notifications, but there̡????s some important stuff we̡????ll always send you.
If you have any questions about reviewing or modifying your account information, you can contact us directly at privacy@canva.com.(b) Opting out of collection of your information through tracking technologies Please refer to your mobile device or browser̡????s technical information for instructions on how to delete and disable cookies, and other tracking/recording tools.","8. How long we keep your informationFollowing termination or deactivation of your user account, Canva will retain your profile information and User Content for a commercially reasonable time, and for as long as we have a valid purpose to do so.
In particular, Canva will retain your information for the purpose of complying with its legal and audit obligations, and for backup and archival purposes.
Summary: We retain your profile information and user content for the purpose of providing our Service to you and to comply with our legal and regulatory obligations.9.
Canva for EducationIn this policy, a child is considered a person under the age of 13 years old (or the minimum legal age in the child̡????s country to be able to provide lawful consent to the processing of their personal data where the age is higher than 13 years old).The Service and our content are not directed at children.",0
169,1097,26_FIXD OBD2 Scanner,"We use this information to: Verify that coverage is available in your area and provide pricing quotes; Deliver requested quote and product information; Aggregate website usage data to make improvements to the Services; Calculate applicable sales tax and to complete your purchase; Deliver helpful email newsletters and account information to customers; and Contact you to fulfill service and other requests.
When you are no longer our customer, we continue to protect your information as described in this Privacy Policy.
Fix???d, our service providers, or our third-party partners may also automatically collect information from you when you use our Services through cookies and other tracking technologies.
Such information does not directly identify you as an individual and may include: Cookies and Similar Technology We may store some information on your device or device hard drive as a cookie or similar type of file (such as clear gifs, web beacons, tags, and similar technologies that work on mobile devices) to collect data related to usage of the Services.","We also reserve the right to use and disclose information that is not Personal Information in any manner permitted by law except as otherwise provided in this Privacy Policy.
As noted above, we may collect information that is not Personal Information (??Non-Personal Information???.
We may aggregate or de-identify Personal Information so that the information does not personally identify you or anyone else, such as by using such information to calculate the percentage of our customers who live in a particular area.
Because Non-Personal Information, including aggregate or de-identified information, does not personally identify you, we may collect, use and disclose Non-Personal Information for any purpose permitted by law.",1
170,1104,28_Autosync-FileSync,"We may disclose User Provided and Automatically Collected Information: as required by law, such as to comply with a subpoena, or similar legal process; when we believe in good faith that disclosure is necessary to protect our rights, protect your safety or the safety of others, investigate fraud, or respond to a government request; with our trusted services providers who work on our behalf, do not have an independent use of the information we disclose to them, and have agreed to adhere to the rules set forth in this privacy statement. to third party advertising networks and analytics companies as described below under the Section entitled Automatic Data Collection and Advertising.
if MetaCtrl is involved in a merger, acquisition, or sale of all or a portion of its assets, you will be notified via a prominent notice on our Web site of any change in ownership or uses of this information, as well as any choices you may have regarding this information.
Automatic Data Collection and Advertising We may use tools or third party analytical software to collect and use certain non-personal data that does not enable us to identify you.
The types of non-personal data we may collect and use include, but are not limited to: (i) mobile device type and device properties; (ii) mobile device software platform and firmware; (iii) mobile phone carrier; (iv) geographical data; and (v) other non-personal data as reasonably required by us to enhance our services.","We may disclose User Provided and Automatically Collected Information: as required by law, such as to comply with a subpoena, or similar legal process; when we believe in good faith that disclosure is necessary to protect our rights, protect your safety or the safety of others, investigate fraud, or respond to a government request; with our trusted services providers who work on our behalf, do not have an independent use of the information we disclose to them, and have agreed to adhere to the rules set forth in this privacy statement. to third party advertising networks and analytics companies as described below under the Section entitled Automatic Data Collection and Advertising.
if MetaCtrl is involved in a merger, acquisition, or sale of all or a portion of its assets, you will be notified via a prominent notice on our Web site of any change in ownership or uses of this information, as well as any choices you may have regarding this information.
Automatic Data Collection and Advertising We may use tools or third party analytical software to collect and use certain non-personal data that does not enable us to identify you.
The types of non-personal data we may collect and use include, but are not limited to: (i) mobile device type and device properties; (ii) mobile device software platform and firmware; (iii) mobile phone carrier; (iv) geographical data; and (v) other non-personal data as reasonably required by us to enhance our services.",0
171,1109,29_HT200,"Privacy policy: https://www.sensorsdata.cn/compliance/privacy.html Operating entity: Sensors Network Science and Technology (Beijing) Co., Ltd.2.
Amazon Web Service Purpose of use: cloud services, and cloud computingData types: OS/APP version number, network status, current equipment time, VIN, automobile series related information, reported equipment serial number and password, lower computer serial number, product model, software version information, and diagnostic dataOfficial website link: https://aws.amazon.com/cn/?nc2=h_lg Privacy policy: https://aws.amazon.com/cn/privacy/?nc1=f_pr Operating entity: Amazon Web Services, Inc.3.
JPush (Jiguang SDK)Purpose of use: Intelligent and precise pushData types: Equipment information, network information, location information, and application information (for Aurora push and Aurora authentication only).
And other personal information of your end users that you provide based on the type of mobile application and your specific requirements for developer services, including phone number (for Aurora SMS and Aurora authentication only), user chat information (for Aurora IM only), APP page information (for Aurora Alliance only), APP page and APP function event related information (for Aurora Statistics only), and user shared information content (for Aurora Sharing only)Official website link: https://www.jiguang.cn/en Privacy policy:","If you do not provide such information, you will not be able to use the services of the product normally.
If you only need to use basic services such as browsing and searching that can be used in a non-login state, you shall have the right to choose not to register as our user and not provide the above information.2.
Personal information required for the provision of services2.1.
Equipment informationAccording to your equipment model and granted permissions in the process of installation and use of the APP, we collect and use the information of your equipment, including the equipment serial number, software version, hardware version, equipment serial number, equipment password, lower computer serial number, network status, current equipment time, IP address, Mac address, user update and renewal fees, etc.2.2.",0
172,1113,2_TikTok,"To facilitate sales, promotion, and purchases of goods and services and to provide user support.
For any other purposes disclosed to you at the time we collect your information or pursuant to your consent.
Profiling: We do not engage in profiling which results in legal or similarly significant effects, as defined under applicable law.
How We Share Your InformationWe are committed to maintaining your trust, and while TikTok does not sell your personal information or share your personal information with third parties for purposes of cross-context behavioral advertising where restricted by applicable law, we want you to understand when and with whom we may share the Information We Collect for business purposes.","We provide a separate experience for Children in the United States, in which we collect and process only limited information.
For information about how we collect, use, share, and otherwise process the personal information of Children, please refer to our Children???s Privacy Policy.
The Platform otherwise is not directed at Children.
If we become aware that personal information has been collected on the Platform from a Child, we will delete this information and terminate the Child???s account.",0
173,1117,2_TikTok,"We collect information about your approximate location, including location information based on your SIM card and/or IP address.
In addition, we collect location information (such as tourist attractions, shops, or other points of interest) if you choose to add the location information to your User Content.
Current versions of the app do not collect precise or approximate GPS information from U.S. users.
If you are still using an older version that allowed for collection of precise or approximate GPS information (last release in August 2020) and you granted us permission to do so, we may collect such information.","We provide a separate experience for Children in the United States, in which we collect and process only limited information.
For information about how we collect, use, share, and otherwise process the personal information of Children, please refer to our Children???s Privacy Policy.
The Platform otherwise is not directed at Children.
If we become aware that personal information has been collected on the Platform from a Child, we will delete this information and terminate the Child???s account.",0
174,1133,31_Booksy Biz_ For Businesses,"Respond to your comments and questions and provide customer service; 9.
Send you information relating to our products and services, including reservation confirmations, receipts, technical notices, updates, security alerts, and support and administrative messages; 10.
Communicate with you about contests, offers, promotions, rewards, upcoming events, and other news about products and services offered by Booksy, our subsidiaries, and affiliates; select SMBs; and our other selected partners; 11.
Link or combine with other personal information we get from third parties to help understand your needs and provide you with better service; 12.","Booksy does not control the privacy practices of SMBs.
Please contact the SMB directly if you want to learn about its privacy practices. 2.
Information Shared with Gift Card Merchants.
If you purchase a Merchant Gift Card or redeem an Booksy Gift Card for a Merchant Gift Card through our Sites, we notify the applicable issuer of the Merchant Gift Card and provide it with certain related information about your purchase or redemption, including your name, email address, and the amount of the Merchant Gift Card.",0
175,1139,31_Booksy Biz_ For Businesses,"Respond to your comments and questions and provide customer service; 9.
Send you information relating to our products and services, including reservation confirmations, receipts, technical notices, updates, security alerts, and support and administrative messages; 10.
Communicate with you about contests, offers, promotions, rewards, upcoming events, and other news about products and services offered by Booksy, our subsidiaries, and affiliates; select SMBs; and our other selected partners; 11.
Link or combine with other personal information we get from third parties to help understand your needs and provide you with better service; 12.","These third parties may also store your credit or debit card information, other than your CW number, for your future use on our Sites.
Your CW number will not be stored and must be re-entered for each order.
For information about the security of your credit or debit card account information, see Section called ??Security of Your Personal Information???below.
We confirm that all entities to which we transfer your personal information provide at least the same level of protection for your personal information as set out in this privacy policy and as required by Apple Inc. 4.",0
