id,filename,context1,context2,contextId1,contextId2,label,,,,
1020,171_The Weather Channel - Radar,"Disclosures about the use of your personal informationAs described in Section 1 of this Policy, we collect and use certain information, some of which may be considered personal information, in order to operate the Services and to maximize your experience.
The list below includes the categories of personal information that we have collected in the past twelve months from you, collected or derived from your use of the Services, or information we received from our Analytics Vendors and Advertising Vendors:Identifiers such as a name or email address;Personal information described in Cal.
Civ. Code Section 1798.80(e), such as credit card information (only if you have registered an account with us and/or purchased a subscription offering);Credit card number in combination with any required credentials (only if you purchased a subscription offering);Commercial information relating to your use of the Services;Internet or other electronic network activity information relating to your use of the Services;Geolocation data;Precise geolocation data; andInferences drawn from the use of the Services.
We collect personal information in order to:Facilitate your access to and use of the Services, including personalizing the Services, features and content;Analyze and measure how you use the Services;Deliver personalized advertising and measure the effectiveness of advertisements;Manage Services","Category 2: Performance CookiesThese cookies collect information about how you use the Services (such as which pages you go to most often and if you receive error messages).
In general, these cookies do not collect information that directly identifies you.
However, some such cookies may collect GeoIP or other identifiers that may be considered personal data in some jurisdictions.
Category 3: Functionality CookiesThese cookies allow Services to remember choices you make (such as language or the region you are in) and provide enhanced features (such as local weather reports or traffic news).",6714,6650,-1,,,,
1021,172_OpenSnow_ Snow Forecast,"Any capitalized terms used in this Policy without defining them here have the definitions given to them in the Terms.
If you have a disability, you may access this Privacy Policy in an alternative format by contacting hello@opensnow.com Privacy Policy Table of Contents What this Privacy Policy CoversSECTION 1 - HOW WE COLLECT YOUR PERSONAL DATASECTION 2 - THE TYPES OF PERSONAL DATA
WE COLLECTSECTION 3 - HOW WE USE YOUR PERSONAL DATASECTION 4 - WITH WHOM YOUR PERSONAL DATA MAY BE SHAREDSECTION 5 - WHEN DO WE TRANSFER YOUR PERSONAL DATA OUTSIDE OF THE EUSECTION 6 - ONWARD TRANSFERSSECTION 7 - SECURITYSECTION 8 - HOW LONG IS YOUR PERSONAL DATA
KEPTSECTION 9 - YOUR PRIVACY CHOICESCalifornia Residents  Your California Privacy RightsSECTION 10 - COLLECTION OF INFORMATION BY THIRD-PARTY SITES, AD SERVERS, SPONSORSSECTION 11 - THIRD PARTY AD SERVERSSECTION 12 - CHILDRENS PRIVACY AND INTERNATIONAL CONSIDERATIONSSECTION 13 - UPDATING YOUR PERSONAL INFORMATION AND CONTACTING CLOUDNINE WEATHERSECTION 14 - CHANGES TO THIS PRIVACY POLICY What this Privacy Policy Covers This Privacy Policy applies to information we collect from all sources, including without limitation, in connection with our websites, mobile sites, mobile applications, mobile widgets, electronic newsletters, and communications (collectively, the ""Services"") that we provide.","As a result, while we strive to protect personal data, we cannot and do not guarantee or warrant the security of any information you transmit to or from the Service, and you do so at your own risk.
Except as set forth herein, we restrict access to your personal data such that those Cloudnine Weather employees, contractors, and agents who need to know such personal data in order to operate, develop, or improve our Services or otherwise fulfill their obligations to us are bound by confidentiality obligations and may be subject to discipline, including termination and criminal prosecution, if they fail to meet these obligations.
SECTION 8 - HOW LONG IS YOUR PERSONAL DATA KEPT We will retain your personal data for as long as your Account on the Services remains in good standing, and for as long as permitted or required for legal and regulatory purposes after your Account is terminated.
Please note that Aggregate Information, which is not personal data, will be retained indefinitely to improve the functionality of the Service.",6817,6841,-1,,,,
1022,172_OpenSnow_ Snow Forecast,"Any capitalized terms used but not defined herein shall have the meaning provided for such terms in our Terms of Use (""Terms"").
SECTION 1 - HOW WE COLLECT YOUR PERSONAL DATA We collect information from you and about you from third parties, sometimes referred to as personal data, in the following ways: Your submission of information when you communicate with us by telephone, email or via the Services or in connection with subscribing to alerts, newsletters, update notices or other communications from us; Your submission of information in connection with your creation of an Account, enrollment in the Services, creation of a profile on our website, or entering into sweepstakes or contests sponsored by us, whether through an application or otherwise; Information received from you, from various scripts, analytics tools and other software on our website or in the Services, or which is generated as a result of your interaction and use of our website; Through cookies, web beacons, tracking technologies, and similar technologies, whether implemented by us or any third party.
""Cookies"" are small files that your web browser places in your devices memory;
Information submitted by or obtainable from your internet service provider, software, computer, mobile device, or another method of accessing the Services (which you may be able to control through the settings of your software and devices); and, Information received from third parties, including without limitation information submitted by or available from any marketplace, store, social media network, or other services, website, or application that you use, which refers you to Cloudnine Weather, or which contains or embeds any of the Services, content, or user content.","As a result, while we strive to protect personal data, we cannot and do not guarantee or warrant the security of any information you transmit to or from the Service, and you do so at your own risk.
Except as set forth herein, we restrict access to your personal data such that those Cloudnine Weather employees, contractors, and agents who need to know such personal data in order to operate, develop, or improve our Services or otherwise fulfill their obligations to us are bound by confidentiality obligations and may be subject to discipline, including termination and criminal prosecution, if they fail to meet these obligations.
SECTION 8 - HOW LONG IS YOUR PERSONAL DATA KEPT We will retain your personal data for as long as your Account on the Services remains in good standing, and for as long as permitted or required for legal and regulatory purposes after your Account is terminated.
Please note that Aggregate Information, which is not personal data, will be retained indefinitely to improve the functionality of the Service.",6825,6841,-1,,,,
1023,172_OpenSnow_ Snow Forecast,"By using the Services, you will be provided the opportunity to expressly consent to our collection, use, and disclosure of your personal data in the manner described in this Privacy Policy.
If you do not provide us such express consent regarding your personal data being transferred or used as described in this Privacy Policy, you will not be able to utilize the full functionality of the Services or your Cloudnine Weather user account (the ""Account"") may be deactivated should such consent be a requisite for accessing the functionality or feature you request.
Any capitalized terms used but not defined herein shall have the meaning provided for such terms in our Terms of Use (""Terms"").
SECTION 1 - HOW WE COLLECT YOUR PERSONAL DATA We collect information from you and about you from third parties, sometimes referred to as personal data, in the following ways: Your submission of information when you communicate with us by telephone, email or via the Services or in connection with subscribing to alerts, newsletters, update notices or other communications from us; Your submission of information in connection with your creation of an Account, enrollment in the Services, creation of a profile on our website, or entering into sweepstakes or contests sponsored by us, whether through an application or otherwise; Information received from you, from various scripts, analytics tools and other software on our website or in the Services, or which is generated as a result of your interaction and use of our website; Through cookies, web beacons, tracking technologies, and similar technologies, whether implemented by us or any third party.","In the event that any changes are made to use of your personal data, you will be informed via e-mail, and will be afforded the opportunity to opt-out of any further use.
Your use of the site constitutes acceptance of the provisions of this Privacy Policy and your continued usage after such changes are posted constitutes acceptance of each revised Privacy Policy.
If you do not agree to the terms of this Privacy Policy or any revised policy, please exit the mobile application or website immediately.
We use cookies to understand how you use our service, to share relevant information, and to send anonymous data to a 3rd party advertising firm.",6824,6862,-1,,,,
1024,172_OpenSnow_ Snow Forecast,"We are a data controller subject to the GDPR only insofar as we are offering goods or services to consumers in the EU or where our website may be used to monitor individuals behavior as far as it takes place in the EU.
Except for the foregoing, this Privacy Policy is subject to the laws of the United States (""US""), including all applicable privacy regulations.
By using the Services, you will be provided the opportunity to expressly consent to our collection, use, and disclosure of your personal data in the manner described in this Privacy Policy.
If you do not provide us such express consent regarding your personal data being transferred or used as described in this Privacy Policy, you will not be able to utilize the full functionality of the Services or your Cloudnine Weather user account (the ""Account"") may be deactivated should such consent be a requisite for accessing the functionality or feature you request.","As a result, while we strive to protect personal data, we cannot and do not guarantee or warrant the security of any information you transmit to or from the Service, and you do so at your own risk.
Except as set forth herein, we restrict access to your personal data such that those Cloudnine Weather employees, contractors, and agents who need to know such personal data in order to operate, develop, or improve our Services or otherwise fulfill their obligations to us are bound by confidentiality obligations and may be subject to discipline, including termination and criminal prosecution, if they fail to meet these obligations.
SECTION 8 - HOW LONG IS YOUR PERSONAL DATA KEPT We will retain your personal data for as long as your Account on the Services remains in good standing, and for as long as permitted or required for legal and regulatory purposes after your Account is terminated.
Please note that Aggregate Information, which is not personal data, will be retained indefinitely to improve the functionality of the Service.",6822,6841,-1,,,,
1025,172_OpenSnow_ Snow Forecast,"SECTION 2 - THE TYPES OF PERSONAL DATA WE COLLECT The information we collect will vary based on your use of the Services and information and actions you elect to take.
Based on such actions, the information and data submitted to us will vary (for example, if you elect to create an Account, certain information will be requested, some of which is required to create the Account and some of which is optional).
Based on the foregoing, the information we collect may include:
Personal identifying information, including without limitation, your email address and password; Device and connection information, including without limitation details regarding your IP address, browser, operating system, and screen display; Usage information, including without limitation, what parts of our Services you are using, the length of time using the Services or any portion thereof, your interactions with the Services or the frequency of your use of the Services; Location information, to the extent provided or available from your internet service provider, device, software, or user data; Tracking information and related personal data, including without limitation browsing patterns, history, referral source, and search terms leading you to the Services - to the extent obtainable using cookies, beacons, website analytic services, or similar technologies; and, Information we receive from any third party, affiliate, referral source, a separate user of the Services, marketplace, store, social media network, or other service, website, or application that you use, which refers you to Cloudnine Weather, or which contains or embeds any of our Services.","Any capitalized terms used in this Policy without defining them here have the definitions given to them in the Terms.
If you have a disability, you may access this Privacy Policy in an alternative format by contacting hello@opensnow.com Privacy Policy Table of Contents What this Privacy Policy CoversSECTION 1 - HOW WE COLLECT YOUR PERSONAL DATASECTION 2 - THE TYPES OF PERSONAL DATA
WE COLLECTSECTION 3 - HOW WE USE YOUR PERSONAL DATASECTION 4 - WITH WHOM YOUR PERSONAL DATA MAY BE SHAREDSECTION 5 - WHEN DO WE TRANSFER YOUR PERSONAL DATA OUTSIDE OF THE EUSECTION 6 - ONWARD TRANSFERSSECTION 7 - SECURITYSECTION 8 - HOW LONG IS YOUR PERSONAL DATA
KEPTSECTION 9 - YOUR PRIVACY CHOICESCalifornia Residents  Your California Privacy RightsSECTION 10 - COLLECTION OF INFORMATION BY THIRD-PARTY SITES, AD SERVERS, SPONSORSSECTION 11 - THIRD PARTY AD SERVERSSECTION 12 - CHILDRENS PRIVACY AND INTERNATIONAL CONSIDERATIONSSECTION 13 - UPDATING YOUR PERSONAL INFORMATION AND CONTACTING CLOUDNINE WEATHERSECTION 14 - CHANGES TO THIS PRIVACY POLICY What this Privacy Policy Covers This Privacy Policy applies to information we collect from all sources, including without limitation, in connection with our websites, mobile sites, mobile applications, mobile widgets, electronic newsletters, and communications (collectively, the ""Services"") that we provide.",6828,6817,-1,,,,
1026,172_OpenSnow_ Snow Forecast,"Any capitalized terms used but not defined herein shall have the meaning provided for such terms in our Terms of Use (""Terms"").
SECTION 1 - HOW WE COLLECT YOUR PERSONAL DATA We collect information from you and about you from third parties, sometimes referred to as personal data, in the following ways: Your submission of information when you communicate with us by telephone, email or via the Services or in connection with subscribing to alerts, newsletters, update notices or other communications from us; Your submission of information in connection with your creation of an Account, enrollment in the Services, creation of a profile on our website, or entering into sweepstakes or contests sponsored by us, whether through an application or otherwise; Information received from you, from various scripts, analytics tools and other software on our website or in the Services, or which is generated as a result of your interaction and use of our website; Through cookies, web beacons, tracking technologies, and similar technologies, whether implemented by us or any third party.
""Cookies"" are small files that your web browser places in your devices memory;
Information submitted by or obtainable from your internet service provider, software, computer, mobile device, or another method of accessing the Services (which you may be able to control through the settings of your software and devices); and, Information received from third parties, including without limitation information submitted by or available from any marketplace, store, social media network, or other services, website, or application that you use, which refers you to Cloudnine Weather, or which contains or embeds any of the Services, content, or user content.","In the event that any changes are made to use of your personal data, you will be informed via e-mail, and will be afforded the opportunity to opt-out of any further use.
Your use of the site constitutes acceptance of the provisions of this Privacy Policy and your continued usage after such changes are posted constitutes acceptance of each revised Privacy Policy.
If you do not agree to the terms of this Privacy Policy or any revised policy, please exit the mobile application or website immediately.
We use cookies to understand how you use our service, to share relevant information, and to send anonymous data to a 3rd party advertising firm.",6825,6862,-1,,,,
1027,172_OpenSnow_ Snow Forecast,"Any capitalized terms used in this Policy without defining them here have the definitions given to them in the Terms.
If you have a disability, you may access this Privacy Policy in an alternative format by contacting hello@opensnow.com Privacy Policy Table of Contents What this Privacy Policy CoversSECTION 1 - HOW WE COLLECT YOUR PERSONAL DATASECTION 2 - THE TYPES OF PERSONAL DATA
WE COLLECTSECTION 3 - HOW WE USE YOUR PERSONAL DATASECTION 4 - WITH WHOM YOUR PERSONAL DATA MAY BE SHAREDSECTION 5 - WHEN DO WE TRANSFER YOUR PERSONAL DATA OUTSIDE OF THE EUSECTION 6 - ONWARD TRANSFERSSECTION 7 - SECURITYSECTION 8 - HOW LONG IS YOUR PERSONAL DATA
KEPTSECTION 9 - YOUR PRIVACY CHOICESCalifornia Residents  Your California Privacy RightsSECTION 10 - COLLECTION OF INFORMATION BY THIRD-PARTY SITES, AD SERVERS, SPONSORSSECTION 11 - THIRD PARTY AD SERVERSSECTION 12 - CHILDRENS PRIVACY AND INTERNATIONAL CONSIDERATIONSSECTION 13 - UPDATING YOUR PERSONAL INFORMATION AND CONTACTING CLOUDNINE WEATHERSECTION 14 - CHANGES TO THIS PRIVACY POLICY What this Privacy Policy Covers This Privacy Policy applies to information we collect from all sources, including without limitation, in connection with our websites, mobile sites, mobile applications, mobile widgets, electronic newsletters, and communications (collectively, the ""Services"") that we provide.","Any capitalized terms used in this Policy without defining them here have the definitions given to them in the Terms.
If you have a disability, you may access this Privacy Policy in an alternative format by contacting hello@opensnow.com Privacy Policy Table of Contents What this Privacy Policy CoversSECTION 1 - HOW WE COLLECT YOUR PERSONAL DATASECTION 2 - THE TYPES OF PERSONAL DATA
WE COLLECTSECTION 3 - HOW WE USE YOUR PERSONAL DATASECTION 4 - WITH WHOM YOUR PERSONAL DATA MAY BE SHAREDSECTION 5 - WHEN DO WE TRANSFER YOUR PERSONAL DATA OUTSIDE OF THE EUSECTION 6 - ONWARD TRANSFERSSECTION 7 - SECURITYSECTION 8 - HOW LONG IS YOUR PERSONAL DATA
KEPTSECTION 9 - YOUR PRIVACY CHOICESCalifornia Residents  Your California Privacy RightsSECTION 10 - COLLECTION OF INFORMATION BY THIRD-PARTY SITES, AD SERVERS, SPONSORSSECTION 11 - THIRD PARTY AD SERVERSSECTION 12 - CHILDRENS PRIVACY AND INTERNATIONAL CONSIDERATIONSSECTION 13 - UPDATING YOUR PERSONAL INFORMATION AND CONTACTING CLOUDNINE WEATHERSECTION 14 - CHANGES TO THIS PRIVACY POLICY What this Privacy Policy Covers This Privacy Policy applies to information we collect from all sources, including without limitation, in connection with our websites, mobile sites, mobile applications, mobile widgets, electronic newsletters, and communications (collectively, the ""Services"") that we provide.",6817,6817,-1,,,,
1028,172_OpenSnow_ Snow Forecast,"By using the Services, you will be provided the opportunity to expressly consent to our collection, use, and disclosure of your personal data in the manner described in this Privacy Policy.
If you do not provide us such express consent regarding your personal data being transferred or used as described in this Privacy Policy, you will not be able to utilize the full functionality of the Services or your Cloudnine Weather user account (the ""Account"") may be deactivated should such consent be a requisite for accessing the functionality or feature you request.
Any capitalized terms used but not defined herein shall have the meaning provided for such terms in our Terms of Use (""Terms"").
SECTION 1 - HOW WE COLLECT YOUR PERSONAL DATA We collect information from you and about you from third parties, sometimes referred to as personal data, in the following ways: Your submission of information when you communicate with us by telephone, email or via the Services or in connection with subscribing to alerts, newsletters, update notices or other communications from us; Your submission of information in connection with your creation of an Account, enrollment in the Services, creation of a profile on our website, or entering into sweepstakes or contests sponsored by us, whether through an application or otherwise; Information received from you, from various scripts, analytics tools and other software on our website or in the Services, or which is generated as a result of your interaction and use of our website; Through cookies, web beacons, tracking technologies, and similar technologies, whether implemented by us or any third party.","As a result, while we strive to protect personal data, we cannot and do not guarantee or warrant the security of any information you transmit to or from the Service, and you do so at your own risk.
Except as set forth herein, we restrict access to your personal data such that those Cloudnine Weather employees, contractors, and agents who need to know such personal data in order to operate, develop, or improve our Services or otherwise fulfill their obligations to us are bound by confidentiality obligations and may be subject to discipline, including termination and criminal prosecution, if they fail to meet these obligations.
SECTION 8 - HOW LONG IS YOUR PERSONAL DATA KEPT We will retain your personal data for as long as your Account on the Services remains in good standing, and for as long as permitted or required for legal and regulatory purposes after your Account is terminated.
Please note that Aggregate Information, which is not personal data, will be retained indefinitely to improve the functionality of the Service.",6824,6841,-1,,,,
1029,172_OpenSnow_ Snow Forecast,"SECTION 11 - THIRD PARTY AD SERVERS Our advertising service vendors and other third parties will at times also use tracking technologies to serve you advertisements tailored to interests you have shown by browsing on our website and other sites, applications, destinations, and services you have visited, and for other lawful business purposes.
In doing so, these third parties will collect non-personally identifiable data including for example the make, model, settings, specifications (e.g., CPU speed, connection speed, browser type, operating system, device identifier) and geographic location of your computer, mobile or other device, as well as date/time stamp, IP address, pages visited, time of visits, content viewed, ads viewed, the site(s), application(s), destination(s), and/or service(s) you arrived from, and other clickstream data.
The use of tracking technologies by third parties is subject to their own privacy policies, not this Privacy Policy, and we have no responsibility or liability in connection therewith.
If you do not want the services that tracking technologies provide, you may be able to opt-out of certain of such tracking technologies or limit such tracking technologies by visiting www.optout.networkadvertising.org, using script-blockers, and modifying the tracking options in your web browser, phone, computer, or other device or software.","We are a data controller subject to the GDPR only insofar as we are offering goods or services to consumers in the EU or where our website may be used to monitor individuals behavior as far as it takes place in the EU.
Except for the foregoing, this Privacy Policy is subject to the laws of the United States (""US""), including all applicable privacy regulations.
By using the Services, you will be provided the opportunity to expressly consent to our collection, use, and disclosure of your personal data in the manner described in this Privacy Policy.
If you do not provide us such express consent regarding your personal data being transferred or used as described in this Privacy Policy, you will not be able to utilize the full functionality of the Services or your Cloudnine Weather user account (the ""Account"") may be deactivated should such consent be a requisite for accessing the functionality or feature you request.",6856,6822,-1,,,,
1030,172_OpenSnow_ Snow Forecast,"For more information on how our sites may use third-party ad servers and your ability to opt-out of targeted advertising from such third-party ad servers, please see the section below on ""Third Party Ad Servers"".
Any information linked to on a third-party website or domain, or embedded in the Services but hosted on a third-party domain, belongs to such third party and any information submitted or collected as a result of the access or use thereof is subject to the privacy policy of such third-party.
SECTION 11 - THIRD PARTY AD SERVERS Our advertising service vendors and other third parties will at times also use tracking technologies to serve you advertisements tailored to interests you have shown by browsing on our website and other sites, applications, destinations, and services you have visited, and for other lawful business purposes.
In doing so, these third parties will collect non-personally identifiable data including for example the make, model, settings, specifications (e.g., CPU speed, connection speed, browser type, operating system, device identifier) and geographic location of your computer, mobile or other device, as well as date/time stamp, IP address, pages visited, time of visits, content viewed, ads viewed, the site(s), application(s), destination(s), and/or service(s) you arrived from, and other clickstream data.","As a result, while we strive to protect personal data, we cannot and do not guarantee or warrant the security of any information you transmit to or from the Service, and you do so at your own risk.
Except as set forth herein, we restrict access to your personal data such that those Cloudnine Weather employees, contractors, and agents who need to know such personal data in order to operate, develop, or improve our Services or otherwise fulfill their obligations to us are bound by confidentiality obligations and may be subject to discipline, including termination and criminal prosecution, if they fail to meet these obligations.
SECTION 8 - HOW LONG IS YOUR PERSONAL DATA KEPT We will retain your personal data for as long as your Account on the Services remains in good standing, and for as long as permitted or required for legal and regulatory purposes after your Account is terminated.
Please note that Aggregate Information, which is not personal data, will be retained indefinitely to improve the functionality of the Service.",6854,6841,-1,,,,
1031,"17_iHeart_ Music, Radio, Podcasts","The Platforms may contain links to other sites that we do not own or operate.
This includes links from service providers, advertisers, sponsors and/or partners that may use our logo(s) as part of a co-branding or co-marketing agreement.
We do not control, recommend or endorse, and are not responsible for, these sites or their content, products, services or privacy policies or practices.
These other websites may send their own cookies to your Device, they may independently collect data or solicit personal Information, and may or may not have their own published privacy policies.","We sell and share this personal information with advertisers, advertising networks, and social networks for advertising and analytics purposes.
We do not knowingly sell or share the personal information of consumers under 16 years of age. 10.
PERSONAL INFORMATION RETENTION
We will only retain your personal information for as long as is reasonably necessary for the purpose for which the information was collected, or as legally required.",6973,6965,-1,,,,
1032,"17_iHeart_ Music, Radio, Podcasts","We collect personal information when you create an iHeartRadio Code.
If you are a business contact, we also collect personal information directly from you when we communicate with you, onboard you, or provide/receive products or services to/from you.
Automatically from your devices: We, as well as advertisers and/or service providers, may use a variety of tracking tools and technologies that automatically or passively collect personal information like browser/usage/device information and location information any time you visit or interact with the Platforms, our emails, and our advertising and content on other websites and platforms.
From our vendors and service providers: We receive personal information about you from our vendors and service providers we hire to help us run our business, including those companies that host, protect, or operate our Platforms; analyze data; collect debts for us; provide customer service; send emails for us; process payments; conduct surveys; fulfill orders; run our promotional activities and contests; or provide marketing, analytics, and advertising services.","We sell and share this personal information with advertisers, advertising networks, and social networks for advertising and analytics purposes.
We do not knowingly sell or share the personal information of consumers under 16 years of age. 10.
PERSONAL INFORMATION RETENTION
We will only retain your personal information for as long as is reasonably necessary for the purpose for which the information was collected, or as legally required.",6914,6965,-1,,,,
1033,"17_iHeart_ Music, Radio, Podcasts","We combine information: When we get personal information from other sources, we may combine that with information we already have.
We may combine personal information that we have collected offline with information we collect online or through the Platforms.
We may also aggregate your information with other consumers information to understand preferences and trends within your peer group over time. 4. WE DISCLOSE INFORMATION TO OTHERS We may disclose personal information (including sensitive personal information) as described below: To our affiliates: We may disclose personal information to our affiliates, subsidiaries, and other companies under common control and ownership with iHeartMedia.
To our vendors and service providers: We may disclose personal information to vendors and service providers we hire to help us run our business, including those companies that host, protect, or operate our Platforms; analyze data; provide customer service, send emails for us; process payments; conduct surveys; fulfill orders; run our promotional activities and contests; or provide marketing, analytics, and advertising services.","The criteria used to determine the appropriate retention period includes: Regulatory requirements that we are subject to, including laws and regulations related to tax, employment, accounting, and securities; Whether a legal claim might be brought against us, for which the information would be relevant;The necessity of the information to provide our services to our customers; and The types and sensitivity of personal information being processed. 11. CHILDREN
The Platform is not directed to children under 13.
We do not knowingly collect, use or disclose personal information from anyone under 13 years of age.
If we determine upon collection that a user is under this age, we will not use or maintain his/her personal information without the parent/guardian's consent.",6922,6968,-1,,,,
1034,"17_iHeart_ Music, Radio, Podcasts","Do Not Track: Some browsers have a Do Not Track feature that lets you tell websites that you do not want to have your online activities tracked.
These features are not yet uniform, and our systems are not configured to recognize Do Not Track headers or signals from some or all browsers.
Google Analytics:For more information on how Google Analytics uses data, visit: google.com/policies/privacy/partners.
To opt out of Google Analytics cookies, visit: google.com/settings/ads and tools.google.com/dlpage/gaoptout.Meta:Meta may use cookies, web beacons, and other storage technologies, including the Meta Pixel, to collect or receive information from the Websites, and elsewhere on the Internet and use that information to provide measurement services, target and deliver ads.","We sell and share this personal information with advertisers, advertising networks, and social networks for advertising and analytics purposes.
We do not knowingly sell or share the personal information of consumers under 16 years of age. 10.
PERSONAL INFORMATION RETENTION
We will only retain your personal information for as long as is reasonably necessary for the purpose for which the information was collected, or as legally required.",6939,6965,-1,,,,
1035,"17_iHeart_ Music, Radio, Podcasts","WHAT INFORMATION WE COLLECT We (and the vendors we hire to perform business functions on our behalf) and other parties who have integrated their technologies into our Platforms and services may collect, receive, and develop several categories of personal information about you depending on the nature of your interactions with us: Identifiers: We may collect your name, e-mail address, telephone number, mobile phone number, mailing address, date of birth, social media account handles or usernames, and iHeartMedia account usernames and passwords.
You may create a personal iHeartRadio Code by enabling this feature through the settings in the Apps; the iHeartRadio Code is connected to a unique identifier that ties back to your iHeartRadio account and the information associated with your account.
We may collect your digital signature in certain circumstances.
Demographic and Protected Classification Information: We may collect your zip code, age, gender, language preferences, marital status, and political affiliation.","The criteria used to determine the appropriate retention period includes: Regulatory requirements that we are subject to, including laws and regulations related to tax, employment, accounting, and securities; Whether a legal claim might be brought against us, for which the information would be relevant;The necessity of the information to provide our services to our customers; and The types and sensitivity of personal information being processed. 11. CHILDREN
The Platform is not directed to children under 13.
We do not knowingly collect, use or disclose personal information from anyone under 13 years of age.
If we determine upon collection that a user is under this age, we will not use or maintain his/her personal information without the parent/guardian's consent.",6895,6968,-1,,,,
1036,"17_iHeart_ Music, Radio, Podcasts","INFORMATION FROM VARIOUS SOURCESWE DISCLOSE INFORMATION
TO OTHERSSESSION REPLAY TECHNOLOGYYOUR CHOICESYOUR PRIVACY RIGHTSADDITIONAL CALIFORNIA
PRIVACY DISCLOSURES SALES, SHARING, AND TARGETED ADVERTISINGPERSONAL INFORMATION RETENTION CHILDRENSECURITY OF YOUR INFORMATIONOTHER SITESUNITED STATES ONLY CHANGES CONTACT US 1.
WHAT INFORMATION WE COLLECT We (and the vendors we hire to perform business functions on our behalf) and other parties who have integrated their technologies into our Platforms and services may collect, receive, and develop several categories of personal information about you depending on the nature of your interactions with us: Identifiers: We may collect your name, e-mail address, telephone number, mobile phone number, mailing address, date of birth, social media account handles or usernames, and iHeartMedia account usernames and passwords.","We sell and share this personal information with advertisers, advertising networks, and social networks for advertising and analytics purposes.
We do not knowingly sell or share the personal information of consumers under 16 years of age. 10.
PERSONAL INFORMATION RETENTION
We will only retain your personal information for as long as is reasonably necessary for the purpose for which the information was collected, or as legally required.",6893,6965,-1,,,,
1037,"17_iHeart_ Music, Radio, Podcasts","Services like Facebook Connect give you the option to post information about your activities on our Platforms to your profile page to share with others within your network.
In addition, we may receive information about you if other users of a social media application or website give us access to their profiles and you are one of their connections or if information about you is otherwise accessible through your connections web page, profile page, or similar page on a social networking or other website or interactive service.
From other users: Other users may decide to provide us with your personal information (such as Identifiers) so that we may invite you to join iHeartMedia or so that we may facilitate communication between users of the Platforms.
If you are a business contact, we also collect personal information from other individuals within your organization or from referring parties at different organizations.","The criteria used to determine the appropriate retention period includes: Regulatory requirements that we are subject to, including laws and regulations related to tax, employment, accounting, and securities; Whether a legal claim might be brought against us, for which the information would be relevant;The necessity of the information to provide our services to our customers; and The types and sensitivity of personal information being processed. 11. CHILDREN
The Platform is not directed to children under 13.
We do not knowingly collect, use or disclose personal information from anyone under 13 years of age.
If we determine upon collection that a user is under this age, we will not use or maintain his/her personal information without the parent/guardian's consent.",6919,6968,-1,,,,
1038,"17_iHeart_ Music, Radio, Podcasts","Voice Data: If you enable voice control features for one of our products on your device, we will collect audio recordings and transcripts of what you say when you interact with one of our voice features.
For example, you may be able to use your voice to interact with select audio advertisements or to search, select, and listen to music.
For more information, see our Voice Data FAQ.Professional Information: If you interact with us on behalf of business customers, vendors, or other companies, in addition to other personal information described in this notice, we may also collect items like your job title, office location, compensation or payments, and engagement history with us.
Audio, Electronic, and Visual Information: If you choose to submit voice recordings, photos or videos to the Platform, we will collect that information.","The criteria used to determine the appropriate retention period includes: Regulatory requirements that we are subject to, including laws and regulations related to tax, employment, accounting, and securities; Whether a legal claim might be brought against us, for which the information would be relevant;The necessity of the information to provide our services to our customers; and The types and sensitivity of personal information being processed. 11. CHILDREN
The Platform is not directed to children under 13.
We do not knowingly collect, use or disclose personal information from anyone under 13 years of age.
If we determine upon collection that a user is under this age, we will not use or maintain his/her personal information without the parent/guardian's consent.",6905,6968,-1,,,,
1039,"17_iHeart_ Music, Radio, Podcasts","Our Platforms may include Nielsen's proprietary measurement software which may allow you to contribute to market research.
If you would like to opt-out of participating, please go to https://priv-policy.imrworldwide.com/priv/browser/cookie-policy-us-en.html?optout=1. Interest-Based Advertising: When you use the Platforms, we, our service providers, and advertising partners may place cookies and similar tracking technologies on your computer or Device in order to collect information about your online web-browsing activities over time and across different websites and online services or mobile applications, in order to serve you ads or other content personalized to your interests.
This form of advertising is referred to as Interest Based Advertising (IBA).
In order to personalize these ads or content, we or our advertising partners or service providers may connect and/or disclose personal information about you either to data you provided to us or to browser/usage/device information and location information collected about you.","The Platforms may contain links to other sites that we do not own or operate.
This includes links from service providers, advertisers, sponsors and/or partners that may use our logo(s) as part of a co-branding or co-marketing agreement.
We do not control, recommend or endorse, and are not responsible for, these sites or their content, products, services or privacy policies or practices.
These other websites may send their own cookies to your Device, they may independently collect data or solicit personal Information, and may or may not have their own published privacy policies.",6934,6973,-1,,,,
