app_id,entity,datatype,text
2_TikTok,3rd-party,phone number,"""These partners also share information with us, such as mobile identifiers for advertising, hashed email addresses and phone numbers, and cookie identifiers, which we use to help match you and your actions outside of the Platform with your TikTok account.""
""We may receive the information described in this Privacy Policy from other sources, such as: Advertisers, measurement and other partners share information with us about you and the actions you have taken outside of the Platform, such as your activities on other websites and apps or in stores, including the products or services you purchased, online or in person."""
2_TikTok,we,advertising identifier,"""These partners also share information with us, such as mobile identifiers for advertising, hashed email addresses and phone numbers, and cookie identifiers, which we use to help match you and your actions outside of the Platform with your TikTok account.""
""Your device may have controls that determine what Information We Collect . For example, you can control whether we can collect your mobile advertising identifier for advertising through settings on your Apple and Android devices."""
2_TikTok,we,email address,"""If you choose to find other users through your phone contacts, we will access and collect information such as names, phone numbers, and email addresses, and match that information against existing users of the Platform.""
""These partners also share information with us, such as mobile identifiers for advertising, hashed email addresses and phone numbers, and cookie identifiers, which we use to help match you and your actions outside of the Platform with your TikTok account.""
""We may receive the information described in this Privacy Policy from other sources, such as: If you choose to sign-up or log-in to the Platform using a third-party service such as Facebook, Twitter, Instagram, or Google, or link your TikTok account to a third-party service, we may collect information from the service-for example, your public profile information (such as nickname), email, and contact list."""
2_TikTok,we,geographical location,"""If you are still using an older version that allowed for collection of precise or approximate GPS information (last release in August 2020) and you granted us permission to do so, we may collect such information.""
""In addition, we collect location information (such as tourist attractions, shops, or other points of interest) if you choose to add the location information to your User Content.""
""We collect information about your approximate location, including location information based on your SIM card and/or IP address."""
2_TikTok,we,person name,"""If you choose to find other users through your phone contacts, we will access and collect information such as names, phone numbers, and email addresses, and match that information against existing users of the Platform.""
""If you choose to find other users through your social network contacts, we will collect your public profile information as well as names and profiles of your social network contacts."""
2_TikTok,we,phone number,"""If you choose to find other users through your phone contacts, we will access and collect information such as names, phone numbers, and email addresses, and match that information against existing users of the Platform.""
""These partners also share information with us, such as mobile identifiers for advertising, hashed email addresses and phone numbers, and cookie identifiers, which we use to help match you and your actions outside of the Platform with your TikTok account."""
31_Booksy Biz: For Businesses,3rd-party,email address,"""As part of a transaction made via the Booksy Application, SMBs may obtain personal information, including payment information, a telephone number, and an email address, from a Customer/User.""
""To the extent permitted by applicable law and subject to our Privacy Policy, you acknowledge and agree that we may use certain third-party vendors and service providers (such as payment processors providers) to process payments and manage debit and credit card information.""
""We may disclose or transfer your personal information to a third party if we sell, transfer, divest, or disclose all or a portion of our business or assets to another company in connection with or during negotiation of any merger, financing, acquisition, bankruptcy, dissolution, transaction, or proceeding.""
""We may share personal information with affiliates, third-party vendors, consultants, and other service providers who work for us.""
""We share personal information with third parties who provide services to us, such as data collection, reporting, ad response measurement, and site analytics, as well as assistance with delivery of relevant marketing messages and advertisements."""
31_Booksy Biz: For Businesses,3rd-party,geographical location,"""As part of a transaction made via the Booksy Application, SMBs may obtain personal information, including payment information, a telephone number, and an email address, from a Customer/User.""
""Location information: such as your mobile device ID, your precise location data, and the SMB search locations you select, which are collected if you use our mobile application, either to book an appointment or to pay.""
""The Booksy Application may use GPS locator capabilities to identify your current location.""
""To the extent permitted by applicable law and subject to our Privacy Policy, you acknowledge and agree that we may use certain third-party vendors and service providers (such as payment processors providers) to process payments and manage debit and credit card information.""
""We may collect the following categories of personal information from you:""
""We may disclose or transfer your personal information to a third party if we sell, transfer, divest, or disclose all or a portion of our business or assets to another company in connection with or during negotiation of any merger, financing, acquisition, bankruptcy, dissolution, transaction, or proceeding.""
""We may share personal information with affiliates, third-party vendors, consultants, and other service providers who work for us.""
""We share personal information with third parties who provide services to us, such as data collection, reporting, ad response measurement, and site analytics, as well as assistance with delivery of relevant marketing messages and advertisements."""
31_Booksy Biz: For Businesses,3rd-party,person name,"""As part of a transaction made via the Booksy Application, SMBs may obtain personal information, including payment information, a telephone number, and an email address, from a Customer/User.""
""Commercial information: such as, survey responses, current and prior appointments details, favorite SMBs, special SMB requests, passwords, contact information of people you add to, or notify of, your appointments through our Sites, names and email addresses of recipients of Booksy Gift Cards (as this term is defined in the Booksy Terms of Use) and Merchant Gift Cards.""
""Identifiers : such as your name, surname, business name, email address, postal address, phone number (including your mobile phone number), logo, profile photo.""
""To the extent permitted by applicable law and subject to our Privacy Policy, you acknowledge and agree that we may use certain third-party vendors and service providers (such as payment processors providers) to process payments and manage debit and credit card information.""
""We may collect the following categories of personal information from you:""
""We may disclose or transfer your personal information to a third party if we sell, transfer, divest, or disclose all or a portion of our business or assets to another company in connection with or during negotiation of any merger, financing, acquisition, bankruptcy, dissolution, transaction, or proceeding.""
""We may share personal information with affiliates, third-party vendors, consultants, and other service providers who work for us.""
""We share personal information with third parties who provide services to us, such as data collection, reporting, ad response measurement, and site analytics, as well as assistance with delivery of relevant marketing messages and advertisements."""
31_Booksy Biz: For Businesses,3rd-party,phone number,"""As part of a transaction made via the Booksy Application, SMBs may obtain personal information, including payment information, a telephone number, and an email address, from a Customer/User.""
""Booksy may share your telephone number with its authorized service providers as stated in our Privacy Policy.""
""To the extent permitted by applicable law and subject to our Privacy Policy, you acknowledge and agree that we may use certain third-party vendors and service providers (such as payment processors providers) to process payments and manage debit and credit card information.""
""We may disclose or transfer your personal information to a third party if we sell, transfer, divest, or disclose all or a portion of our business or assets to another company in connection with or during negotiation of any merger, financing, acquisition, bankruptcy, dissolution, transaction, or proceeding.""
""We may share personal information with affiliates, third-party vendors, consultants, and other service providers who work for us.""
""We share personal information with third parties who provide services to us, such as data collection, reporting, ad response measurement, and site analytics, as well as assistance with delivery of relevant marketing messages and advertisements."""
31_Booksy Biz: For Businesses,we,email address,"""As part of a transaction made via the Booksy Application, SMBs may obtain personal information, including payment information, a telephone number, and an email address, from a Customer/User.""
""Booksy may store and process personal information in the United States and other countries.""
""Booksy will only use personal information in accordance with our Privacy Policy.""
""If you purchase a Merchant Gift Card or redeem an Booksy Gift Card for a Merchant Gift Card through our Sites, we notify the applicable issuer of the Merchant Gift Card and provide it with certain related information about your purchase or redemption, including your name, email address, and the amount of the Merchant Gift Card.""
""This Policy applies to consumer users (individually referred to as \"" you \"") of Booksy's websites, applications, and other online services (collectively, our \"" Sites \"").""
""We may disclose or transfer your personal information to a third party if we sell, transfer, divest, or disclose all or a portion of our business or assets to another company in connection with or during negotiation of any merger, financing, acquisition, bankruptcy, dissolution, transaction, or proceeding.""
""We may disclose your personal information (i) to comply with laws and to respond to lawful requests and legal process, (ii) to protect the rights and property of Booksy, our agents and customers, and others, including to enforce our agreements, policies, and terms of use, and (iii) in an emergency to protect the personal safety of Booksy, its customers, or any person.""
""We may share personal information when you authorize us to share your information with other third parties (such as the SMBs at which you make appointments through our Sites) for their own marketing purposes, which are subject to the separate privacy policies of such third parties.""
""We may share personal information with affiliates, third-party vendors, consultants, and other service providers who work for us.""
""We share personal information with third parties who provide services to us, such as data collection, reporting, ad response measurement, and site analytics, as well as assistance with delivery of relevant marketing messages and advertisements."""
31_Booksy Biz: For Businesses,we,geographical location,"""Booksy may store and process personal information in the United States and other countries.""
""Booksy will only use personal information in accordance with our Privacy Policy.""
""For customers based and/or residing in the European Union, the terms \""Booksy'' and \""we\"", \""us\"" and/or \""our'' refer to Booksy International Sp. z o.o., Prosta 67, 00-838 Warsaw, Poland, and all its designated agents, employees, and subsidiaries within the European Union.""
""For example, when you visit our Sites, we may automatically collect your location, computer operating system, Internet Protocol (IP) address, access times, browser type and language, and the website you visited before our Sites.""
""Location information: such as your mobile device ID, your precise location data, and the SMB search locations you select, which are collected if you use our mobile application, either to book an appointment or to pay.""
""This Policy applies to consumer users (individually referred to as \"" you \"") of Booksy's websites, applications, and other online services (collectively, our \"" Sites \"").""
""We may collect the following categories of personal information from you:""
""We may disclose or transfer your personal information to a third party if we sell, transfer, divest, or disclose all or a portion of our business or assets to another company in connection with or during negotiation of any merger, financing, acquisition, bankruptcy, dissolution, transaction, or proceeding."""
31_Booksy Biz: For Businesses,we,person name,"""Booksy may store and process personal information in the United States and other countries.""
""Booksy will only use personal information in accordance with our Privacy Policy.""
""Commercial information: such as, survey responses, current and prior appointments details, favorite SMBs, special SMB requests, passwords, contact information of people you add to, or notify of, your appointments through our Sites, names and email addresses of recipients of Booksy Gift Cards (as this term is defined in the Booksy Terms of Use) and Merchant Gift Cards.""
""For customers based and/or residing in the European Union, the terms \""Booksy'' and \""we\"", \""us\"" and/or \""our'' refer to Booksy International Sp. z o.o., Prosta 67, 00-838 Warsaw, Poland, and all its designated agents, employees, and subsidiaries within the European Union.""
""Identifiers : such as your name, surname, business name, email address, postal address, phone number (including your mobile phone number), logo, profile photo.""
""If you purchase a Merchant Gift Card or redeem an Booksy Gift Card for a Merchant Gift Card through our Sites, we notify the applicable issuer of the Merchant Gift Card and provide it with certain related information about your purchase or redemption, including your name, email address, and the amount of the Merchant Gift Card.""
""This Policy applies to consumer users (individually referred to as \"" you \"") of Booksy's websites, applications, and other online services (collectively, our \"" Sites \"").""
""We may collect the following categories of personal information from you:""
""We may disclose or transfer your personal information to a third party if we sell, transfer, divest, or disclose all or a portion of our business or assets to another company in connection with or during negotiation of any merger, financing, acquisition, bankruptcy, dissolution, transaction, or proceeding."""
31_Booksy Biz: For Businesses,we,phone number,"""As part of a transaction made via the Booksy Application, SMBs may obtain personal information, including payment information, a telephone number, and an email address, from a Customer/User.""
""Booksy may collect other telephone numbers for you and may place manual non-marketing calls to any of those numbers and autodialed non-marketing calls to any landline.""
""Booksy may share your telephone number with its authorized service providers as stated in our Privacy Policy.""
""This Policy applies to consumer users (individually referred to as \"" you \"") of Booksy's websites, applications, and other online services (collectively, our \"" Sites \"").""
""We may disclose or transfer your personal information to a third party if we sell, transfer, divest, or disclose all or a portion of our business or assets to another company in connection with or during negotiation of any merger, financing, acquisition, bankruptcy, dissolution, transaction, or proceeding.""
""We may disclose your personal information (i) to comply with laws and to respond to lawful requests and legal process, (ii) to protect the rights and property of Booksy, our agents and customers, and others, including to enforce our agreements, policies, and terms of use, and (iii) in an emergency to protect the personal safety of Booksy, its customers, or any person.""
""We may share personal information when you authorize us to share your information with other third parties (such as the SMBs at which you make appointments through our Sites) for their own marketing purposes, which are subject to the separate privacy policies of such third parties.""
""We may share personal information with affiliates, third-party vendors, consultants, and other service providers who work for us.""
""We share personal information with third parties who provide services to us, such as data collection, reporting, ad response measurement, and site analytics, as well as assistance with delivery of relevant marketing messages and advertisements."""
32_Beauty Calculator Pretty Scale,3rd-party,geographical location,"""Your peronal information such as IP address, geographic location and language is collected and used by PrettyScale website to provide you a customized experience."""
33_Switch Natural,we,email address,"""We use your email address or postal address to confirm your user account, to send you notifications about e.g. the entrance or the debiting of payments via Switch, to inform you about important changes to our products and services, and to send you notices and other legally prescribed announcements."""
34_Koko Face Yoga,3rd-party,advertising identifier,"""In addition, we may collect information about your mobile device such as the type and model, operating system (e.g. iOS or Android), carrier name, mobile browser (e.g. Chrome, Safari), applications using our Websites, and identifiers assigned to your device, such as its iOS Identifier for Advertising (\""IDFA\""), Android Advertising ID (\""AAID\""), or unique device identifier (a number uniquely given to your device by your device manufacturer), sometimes referred to as a mobile carrier ID.""
""We also may share your information as well as information from tools like cookies, log files, and device identifiers and location data, with third-party organizations that help us provide the Service to you (\""Service Providers\"")."""
34_Koko Face Yoga,3rd-party,geographical location,"""We also may share your information as well as information from tools like cookies, log files, and device identifiers and location data, with third-party organizations that help us provide the Service to you (\""Service Providers\"")."""
34_Koko Face Yoga,we,advertising identifier,"""In addition, we may collect information about your mobile device such as the type and model, operating system (e.g. iOS or Android), carrier name, mobile browser (e.g. Chrome, Safari), applications using our Websites, and identifiers assigned to your device, such as its iOS Identifier for Advertising (\""IDFA\""), Android Advertising ID (\""AAID\""), or unique device identifier (a number uniquely given to your device by your device manufacturer), sometimes referred to as a mobile carrier ID.""
""We also may share your information as well as information from tools like cookies, log files, and device identifiers and location data, with third-party organizations that help us provide the Service to you (\""Service Providers\"")."""
34_Koko Face Yoga,we,email address,"""Types of Personal Information we collect include: Contact Information: Email address, phone number, home address."""
34_Koko Face Yoga,we,geographical location,"""Types of Personal Information we collect include: Storage Location and Security:""
""We also may share your information as well as information from tools like cookies, log files, and device identifiers and location data, with third-party organizations that help us provide the Service to you (\""Service Providers\"").""
""We may also collect your location information, such as your zip code or the approximate geographic area provided by your Internet service provider (\""ISP\"") or location positioning information provided by the location services and GPS features of your mobile device when location services have been enabled."""
34_Koko Face Yoga,we,person name,"""Types of Personal Information we collect include: Personal Identifiers: Name, age, gender, username."""
34_Koko Face Yoga,we,phone number,"""Types of Personal Information we collect include: Contact Information: Email address, phone number, home address."""
35_Face AI:AI Face Swap,we,email address,"""In order to sign up a Face++ account and complete the login process, we will collect the user name, mobile phone number (if you sign up with a mobile phone number or you voluntarily fill in after the sign-up), email address (if you sign up with an email address or you voluntarily fill in after the sign-up), and WeChat account information (if you sign up with a WeChat account)."""
35_Face AI:AI Face Swap,we,phone number,"""In order to sign up a Face++ account and complete the login process, we will collect the user name, mobile phone number (if you sign up with a mobile phone number or you voluntarily fill in after the sign-up), email address (if you sign up with an email address or you voluntarily fill in after the sign-up), and WeChat account information (if you sign up with a WeChat account)."""
"36_WEBTOON: Manga, Comics, Manhwa",3rd-party,advertising identifier,"""Acting as service providers in accordance with legal regulations, such suppliers may have access to your personal information in order to provide the services and/or comply with the obligations arising from the legal relationships maintained between the aforementioned third parties and us.""
""In the preceding 12 months, we have disclosed your personal information with the following categories of third parties: - Our affiliates, subsidiaries and business partners; - Vendors who provide services on our behalf; - Payment partners; - Social networks; - Other users or creators; - Professional services organizations, such as auditors and law firms; - Ad networks, marketing partners, analytics providers; and - Other third parties when you separately consent to or request such sharing.""
""In the preceding 12 months, we may have disclosed the following categories of personal information about you for a business purpose: identifiers, other identifying information (e.g., social security number), financial information, commercial information, internet and other electronic network activity information, sensory information, and inferences.""
""The categories of personal information that we have shared for targeting advertising include: - Advertising/marketing cookies and similar information to advertising partners in order to show you targeted advertisement based on your interactions with our Services; - Identifiers such as a unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology; other forms of persistent or probabilistic identifiers), online identifier, and internet protocol address, which we share with our service providers, advertising partners, and other vendors to provide the Services; - Internet and other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding your interaction with websites, applications or advertisements, which we share with our service providers, advertising partners, and other vendors to provide the Services; and - Inferences, which we share with our service providers, advertising partners, and other vendors to provide the Services.""
""We have sold the following categories of personal information about you to the following categories of third parties: - Advertising/marketing cookies and similar information to advertising partners in order to show you targeted advertisement based on your interactions with our Services; - Identifiers such as a unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology; other forms of persistent or probabilistic identifiers), online identifier, and internet protocol address, which we share with our service providers, advertising partners, and other vendors to provide the Services; - Internet and other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding your interaction with websites, applications or advertisements, which we share with our service providers, advertising partners, and other vendors to provide the Services; and - Inferences, which we share with our service providers, advertising partners, and other vendors to provide the Services.""
""We may also disclose your personal information with the following categories of third parties: - A third party as part of an actual or planned merger or transfer, acquisition or sale, or in the event of a bankruptcy; - Government entities, including law enforcement as required by law.""
""We may have collected the following categories of personal information about you in the last 12 months: - Identifiers such as name, citizenship, residence address, unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology, customer number, unique pseudonym, or user alias, telephone number and other forms of persistent or probabilistic identifiers), online identifier, Internet Protocol address, email address, account name, and other similar identifiers (including date of birth, contact information, account information, identifiers, survey information, customer care information, Creator Profile information, PayPal ID, Patreon ID, uTip ID, AD Revenue Payment Information, WEBTOON TRANSLATE Profile and team manager application information stipulated in section 2 above); - Other identifying information, such as social security number, tax ID, tax form; - Commercial information, including records of personal property, products or services purchased, obtained, or considered, and other purchasing or consuming histories or tendencies (including transaction and purchase details stipulated in section 2 above); - Internet and other electronic network activity information, including, but not limited to information regarding your interaction with websites, applications or advertisements (including information about your use of Services and information collected through 3rd Party Analytics stipulated in section 2 above); - Sensory information including electronic, visual, or similar information; - Biometric identifiers and biometric information: when you choose to use toon filter, we may collect biometric identifiers and biometric information as defined under certain U.S. state laws, such as image of face and features and attributes of your face and body to enable filter effect and detect inappropriate images."""
"36_WEBTOON: Manga, Comics, Manhwa",3rd-party,email address,"""Acting as service providers in accordance with legal regulations, such suppliers may have access to your personal information in order to provide the services and/or comply with the obligations arising from the legal relationships maintained between the aforementioned third parties and us.""
""In the preceding 12 months, we have disclosed your personal information with the following categories of third parties: - Our affiliates, subsidiaries and business partners; - Vendors who provide services on our behalf; - Payment partners; - Social networks; - Other users or creators; - Professional services organizations, such as auditors and law firms; - Ad networks, marketing partners, analytics providers; and - Other third parties when you separately consent to or request such sharing.""
""We may also disclose your personal information with the following categories of third parties: - A third party as part of an actual or planned merger or transfer, acquisition or sale, or in the event of a bankruptcy; - Government entities, including law enforcement as required by law.""
""We may have collected the following categories of personal information about you in the last 12 months: - Identifiers such as name, citizenship, residence address, unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology, customer number, unique pseudonym, or user alias, telephone number and other forms of persistent or probabilistic identifiers), online identifier, Internet Protocol address, email address, account name, and other similar identifiers (including date of birth, contact information, account information, identifiers, survey information, customer care information, Creator Profile information, PayPal ID, Patreon ID, uTip ID, AD Revenue Payment Information, WEBTOON TRANSLATE Profile and team manager application information stipulated in section 2 above); - Other identifying information, such as social security number, tax ID, tax form; - Commercial information, including records of personal property, products or services purchased, obtained, or considered, and other purchasing or consuming histories or tendencies (including transaction and purchase details stipulated in section 2 above); - Internet and other electronic network activity information, including, but not limited to information regarding your interaction with websites, applications or advertisements (including information about your use of Services and information collected through 3rd Party Analytics stipulated in section 2 above); - Sensory information including electronic, visual, or similar information; - Biometric identifiers and biometric information: when you choose to use toon filter, we may collect biometric identifiers and biometric information as defined under certain U.S. state laws, such as image of face and features and attributes of your face and body to enable filter effect and detect inappropriate images."""
"36_WEBTOON: Manga, Comics, Manhwa",3rd-party,person name,"""Acting as service providers in accordance with legal regulations, such suppliers may have access to your personal information in order to provide the services and/or comply with the obligations arising from the legal relationships maintained between the aforementioned third parties and us.""
""In the preceding 12 months, we have disclosed your personal information with the following categories of third parties: - Our affiliates, subsidiaries and business partners; - Vendors who provide services on our behalf; - Payment partners; - Social networks; - Other users or creators; - Professional services organizations, such as auditors and law firms; - Ad networks, marketing partners, analytics providers; and - Other third parties when you separately consent to or request such sharing.""
""In the preceding 12 months, we may have disclosed the following categories of personal information about you for a business purpose: identifiers, other identifying information (e.g., social security number), financial information, commercial information, internet and other electronic network activity information, sensory information, and inferences.""
""The categories of personal information that we have shared for targeting advertising include: - Advertising/marketing cookies and similar information to advertising partners in order to show you targeted advertisement based on your interactions with our Services; - Identifiers such as a unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology; other forms of persistent or probabilistic identifiers), online identifier, and internet protocol address, which we share with our service providers, advertising partners, and other vendors to provide the Services; - Internet and other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding your interaction with websites, applications or advertisements, which we share with our service providers, advertising partners, and other vendors to provide the Services; and - Inferences, which we share with our service providers, advertising partners, and other vendors to provide the Services.""
""We have sold the following categories of personal information about you to the following categories of third parties: - Advertising/marketing cookies and similar information to advertising partners in order to show you targeted advertisement based on your interactions with our Services; - Identifiers such as a unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology; other forms of persistent or probabilistic identifiers), online identifier, and internet protocol address, which we share with our service providers, advertising partners, and other vendors to provide the Services; - Internet and other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding your interaction with websites, applications or advertisements, which we share with our service providers, advertising partners, and other vendors to provide the Services; and - Inferences, which we share with our service providers, advertising partners, and other vendors to provide the Services.""
""We may also disclose your personal information with the following categories of third parties: - A third party as part of an actual or planned merger or transfer, acquisition or sale, or in the event of a bankruptcy; - Government entities, including law enforcement as required by law.""
""We may have collected the following categories of personal information about you in the last 12 months: - Identifiers such as name, citizenship, residence address, unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology, customer number, unique pseudonym, or user alias, telephone number and other forms of persistent or probabilistic identifiers), online identifier, Internet Protocol address, email address, account name, and other similar identifiers (including date of birth, contact information, account information, identifiers, survey information, customer care information, Creator Profile information, PayPal ID, Patreon ID, uTip ID, AD Revenue Payment Information, WEBTOON TRANSLATE Profile and team manager application information stipulated in section 2 above); - Other identifying information, such as social security number, tax ID, tax form; - Commercial information, including records of personal property, products or services purchased, obtained, or considered, and other purchasing or consuming histories or tendencies (including transaction and purchase details stipulated in section 2 above); - Internet and other electronic network activity information, including, but not limited to information regarding your interaction with websites, applications or advertisements (including information about your use of Services and information collected through 3rd Party Analytics stipulated in section 2 above); - Sensory information including electronic, visual, or similar information; - Biometric identifiers and biometric information: when you choose to use toon filter, we may collect biometric identifiers and biometric information as defined under certain U.S. state laws, such as image of face and features and attributes of your face and body to enable filter effect and detect inappropriate images."""
"36_WEBTOON: Manga, Comics, Manhwa",3rd-party,phone number,"""Acting as service providers in accordance with legal regulations, such suppliers may have access to your personal information in order to provide the services and/or comply with the obligations arising from the legal relationships maintained between the aforementioned third parties and us.""
""In the preceding 12 months, we have disclosed your personal information with the following categories of third parties: - Our affiliates, subsidiaries and business partners; - Vendors who provide services on our behalf; - Payment partners; - Social networks; - Other users or creators; - Professional services organizations, such as auditors and law firms; - Ad networks, marketing partners, analytics providers; and - Other third parties when you separately consent to or request such sharing.""
""We may also disclose your personal information with the following categories of third parties: - A third party as part of an actual or planned merger or transfer, acquisition or sale, or in the event of a bankruptcy; - Government entities, including law enforcement as required by law.""
""We may have collected the following categories of personal information about you in the last 12 months: - Identifiers such as name, citizenship, residence address, unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology, customer number, unique pseudonym, or user alias, telephone number and other forms of persistent or probabilistic identifiers), online identifier, Internet Protocol address, email address, account name, and other similar identifiers (including date of birth, contact information, account information, identifiers, survey information, customer care information, Creator Profile information, PayPal ID, Patreon ID, uTip ID, AD Revenue Payment Information, WEBTOON TRANSLATE Profile and team manager application information stipulated in section 2 above); - Other identifying information, such as social security number, tax ID, tax form; - Commercial information, including records of personal property, products or services purchased, obtained, or considered, and other purchasing or consuming histories or tendencies (including transaction and purchase details stipulated in section 2 above); - Internet and other electronic network activity information, including, but not limited to information regarding your interaction with websites, applications or advertisements (including information about your use of Services and information collected through 3rd Party Analytics stipulated in section 2 above); - Sensory information including electronic, visual, or similar information; - Biometric identifiers and biometric information: when you choose to use toon filter, we may collect biometric identifiers and biometric information as defined under certain U.S. state laws, such as image of face and features and attributes of your face and body to enable filter effect and detect inappropriate images."""
"36_WEBTOON: Manga, Comics, Manhwa",we,advertising identifier,"""In the preceding 12 months, we may have disclosed the following categories of personal information about you for a business purpose: identifiers, other identifying information (e.g., social security number), financial information, commercial information, internet and other electronic network activity information, sensory information, and inferences.""
""The categories of personal information that we have shared for targeting advertising include: - Advertising/marketing cookies and similar information to advertising partners in order to show you targeted advertisement based on your interactions with our Services; - Identifiers such as a unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology; other forms of persistent or probabilistic identifiers), online identifier, and internet protocol address, which we share with our service providers, advertising partners, and other vendors to provide the Services; - Internet and other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding your interaction with websites, applications or advertisements, which we share with our service providers, advertising partners, and other vendors to provide the Services; and - Inferences, which we share with our service providers, advertising partners, and other vendors to provide the Services.""
""This Privacy Policy applies to the personal information we collect through WEBTOON application and/or website, WEBTOON TRANSLATE and CANVAS (collectively \""Services\"" ).""
""We have sold the following categories of personal information about you to the following categories of third parties: - Advertising/marketing cookies and similar information to advertising partners in order to show you targeted advertisement based on your interactions with our Services; - Identifiers such as a unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology; other forms of persistent or probabilistic identifiers), online identifier, and internet protocol address, which we share with our service providers, advertising partners, and other vendors to provide the Services; - Internet and other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding your interaction with websites, applications or advertisements, which we share with our service providers, advertising partners, and other vendors to provide the Services; and - Inferences, which we share with our service providers, advertising partners, and other vendors to provide the Services.""
""We may have collected the following categories of personal information about you in the last 12 months: - Identifiers such as name, citizenship, residence address, unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology, customer number, unique pseudonym, or user alias, telephone number and other forms of persistent or probabilistic identifiers), online identifier, Internet Protocol address, email address, account name, and other similar identifiers (including date of birth, contact information, account information, identifiers, survey information, customer care information, Creator Profile information, PayPal ID, Patreon ID, uTip ID, AD Revenue Payment Information, WEBTOON TRANSLATE Profile and team manager application information stipulated in section 2 above); - Other identifying information, such as social security number, tax ID, tax form; - Commercial information, including records of personal property, products or services purchased, obtained, or considered, and other purchasing or consuming histories or tendencies (including transaction and purchase details stipulated in section 2 above); - Internet and other electronic network activity information, including, but not limited to information regarding your interaction with websites, applications or advertisements (including information about your use of Services and information collected through 3rd Party Analytics stipulated in section 2 above); - Sensory information including electronic, visual, or similar information; - Biometric identifiers and biometric information: when you choose to use toon filter, we may collect biometric identifiers and biometric information as defined under certain U.S. state laws, such as image of face and features and attributes of your face and body to enable filter effect and detect inappropriate images."""
"36_WEBTOON: Manga, Comics, Manhwa",we,email address,"""- When a child is under 13 years of age, we collect the child's name and parent's email address from the child that are necessary to provide any necessary notice and to obtain parental consent.""
""For example: - Contact information: When a user is considered a child in accordance with applicable law in user's jurisdiction, we may need the user's name and legal guardian's email address to obtain legal guardian's consent depending on your jurisdiction.""
""This Privacy Policy applies to the personal information we collect through WEBTOON application and/or website, WEBTOON TRANSLATE and CANVAS (collectively \""Services\"" ).""
""We may have collected the following categories of personal information about you in the last 12 months: - Identifiers such as name, citizenship, residence address, unique personal identifier (such as a device identifier; cookies, beacons, pixel tags, mobile ad identifiers and similar technology, customer number, unique pseudonym, or user alias, telephone number and other forms of persistent or probabilistic identifiers), online identifier, Internet Protocol address, email address, account name, and other similar identifiers (including date of birth, contact information, account information, identifiers, survey information, customer care information, Creator Profile information, PayPal ID, Patreon ID, uTip ID, AD Revenue Payment Information, WEBTOON TRANSLATE Profile and team manager application information stipulated in section 2 above); - Other identifying information, such as social security number, tax ID, tax form; - Commercial information, including records of personal property, products or services purchased, obtained, or considered, and other purchasing or consuming histories or tendencies (including transaction and purchase details stipulated in section 2 above); - Internet and other electronic network activity information, including, but not limited to information regarding your interaction with websites, applications or advertisements (including information about your use of Services and information collected through 3rd Party Analytics stipulated in section 2 above); - Sensory information including electronic, visual, or similar information; - Biometric identifiers and biometric information: when you choose to use toon filter, we may collect biometric identifiers and biometric information as defined under certain U.S. state laws, such as image of face and features and attributes of your face and body to enable filter effect and detect inappropriate images.""
""We may require that you provide us with your email address.""
""When you create your own account and login to your account, we may need your date of birth, nickname, email address and password."""
